teams_ids,team,country,tm_data,city
13780,Martin Ledesma,Paraguay,"Club General Martín Ledesma, is a Paraguayan football club based in the city of Capiatá in the Central Department. The club was founded 22 September 1914 and plays in the Primera Division B, the third-tier of Paraguayan football. Their home games are played at the Estadio Enrique Soler."," Paraguayan football club based in the city of Capiatá in the Central Department"
,PSIR Rembang,Indonesia,,
,RES Durbuy,Belgium,,
,Gretna FC 2008,Scotland,,
,Ringkoebing,Denmark,,
13804,Yaracuy,Venezuela,,
,Skála II,Faroe Islands,,
12586,Pasaquina,El Salvador,"Club Deportivo Pasaquina Futbol Club, commonly known as Pasaquina F.C. are a Salvadoran professional football club based in Pasaquina, La Unión Department.They currently play in the Salvadoran Primera División.",
10836,Ushuru,Kenya,"Ushuru Football Club is a Kenyan football club based in Nairobi. They play their home games at the Public Service Grounds, which have a capacity of 5,000. The Kenya Revenue Authority is the club's main sponsor, and until 11 October 2014, the club was known as Kenya Revenue Authority Football Club."," Kenyan football club based in Nairobi"
,FC 1931 Eddersheim,Germany,,
,Golling,Austria,,
12927,Eschen Mauren,Switzerland,"USV Eschen/Mauren is a Liechtensteiner football club from Eschen and Mauren. They play at the Sportpark Eschen-Mauren, which used to be the national football stadium, until the Rheinpark Stadion in Vaduz was built."," Liechtensteiner football club from Eschen and Mauren"
,Lillestroem 2,Norway,,
,Neumuenster,Germany,,
10605,Stade Nyonnais,Switzerland,"FC Stade Nyonnais is an association football club based in the town of Nyon, Switzerland. The team currently competes in the Promotion League, the third tier of the Swiss football league system and plays its home matches at Stade de Colovray, where it has been since 1991.",n association football club based in the town of Nyon
13783,RI 3 Corrales,Paraguay,,
,SpVg BW 90 Berlin,Germany,,
,SC Borgfeld,Germany,,
13981,Kibera Black Stars,Kenya,,
13985,St Joseph,Kenya,,
13988,Green Commandos,Kenya,,
,FC Sonthofen,Germany,,
,FSC Lohfelden,Germany,,
,Aigle Royal,Cameroon,,
13799,Margarita,Venezuela,"Margarita Fútbol Club is a Venezuelan football team based in Pampatar, Nueva Esparta. Margarita currently play in the Venezuelan Segunda División, the second division in Venezuelan football."," Venezuelan football team based in Pampatar"
13792,ULA,Venezuela,,
13820,PSMS,Indonesia,"Persatuan Sepakbola Medan dan Sekitarnya, commonly known as PSMS, is an Indonesian football club based in Medan, North Sumatra, Indonesia. It is one of Indonesia's most successful clubs. They currently compete in Liga 2, the second level in Indonesian football tier.",n Indonesian football club based in Medan
,Halsen,Norway,,
,Aassiden,Norway,,
,Isibania,Kenya,,
,RTU,Latvia,,
13983,Kangemi All Stars,Kenya,,
13247,Dragons,Congo DR,,
13651,Yaounde 2,Cameroon,,
17197,Hizbul Wathan,Indonesia,"Hizbul Wathan Football Club is a professional Indonesian football team based in Sidoarjo Regency, East Java. They compete in the second tier of Indonesian league, Liga 2."," professional Indonesian football team based in Sidoarjo Regency"
,Orebro Syrianska,Sweden,,
13829,Hualgayoc,Peru,"Club Social Cultural y Deportivo Hualgayoc is a Peruvian football club located in Hualgayoc, Cajamarca which currently plays in the Peruvian Segunda División."," Peruvian football club located in Hualgayoc"
,Mora,Sweden,,
,Bromolla,Sweden,,
,Persik Kendal,Indonesia,,
8227,Lokomotiv Oslo,Norway,,
13891,HIFK 2,Finland,"HIFK Fotboll or IFK Helsingfors is an association football section of HIFK, a sports club based in Helsinki, Finland. The men's football team competes in the highest tier of Finnish football, Veikkausliiga. Their home ground is the Bolt Arena.",n association football section of HIFK
,Uraedd FK,Norway,,
,Unisport,Cameroon,,
19016,Rappe GOIF,Sweden,,
,Egersund 2,Norway,,
,Oestsiden,Norway,,
,Nchalo,Malawi,,
,TB / FCS / Royn II,Faroe Islands,,
,Levanger 2,Norway,,
,Skarp,Norway,,
,Melbo,Norway,,
,Oeystese,Norway,,
10239,Tertnes,Norway,,
,Loeten,Norway,,
,Ottestad,Norway,,
,Dwangwa United,Malawi,,
10232,Tynset,Norway,,
,Taftea IK,Sweden,,
,Täby,Sweden,,
,Sandefjord 2,Norway,,
13779,Liberacion,Paraguay,,
13662,APEJES,Cameroon,"APEJES Academy de Mfou is a Cameroonian football club based in Yaounde. They are a member of the Cameroonian Football Federation and Elite One, the topflight football league of Cameroon."," Cameroonian football club based in Yaounde"
,Skedsmo,Norway,,
14226,Sogndal 2,Norway,"Sogndal Fotball is the association football department of Norwegian sports club Sogndal IL from Sogndal in Vestland. The club was founded in 1926. The men's team currently plays in 1. divisjon, the second tier of the Norwegian football league system.",
,Neratovice-Byskovice,Czech Republic,,
,Lokomotiva Petrovice,Czech Republic,,
18238,Nassjo,Sweden,,
,Jiskra Mseno,Czech Republic,,
14285,Slovan Velvary,Czech Republic,,
13482,Go Round,Nigeria,"Go Round Football Club is an association football club based in Omoku, Rivers State, Nigeria. They play their home games at Krisdera Hotel Stadium, and currently compete in the NNL, the second-tier in Nigerian football. The team is owned by Felix A. Obuah and coached by Ngozi Elechi.",n association football club based in Omoku
,Trebic,Czech Republic,,
13789,Real Frontera,Venezuela,,
13794,Atletico Falcon,Venezuela,,
,Haitzendorf,Austria,,
,Andorf,Austria,,
,Virum-Sorgenfri,Denmark,,
,CFC Hertha 06,Germany,,
,SV Schott Jena,Germany,,
,FSV Vohwinkel,Germany,,
,TV Herkenrath,Germany,,
,Videoton II,Hungary,,
,Tiszafuredi VSE,Hungary,,
,Vänersborgs FK,Sweden,,
,Hallwang,Austria,,
13800,Angostura,Venezuela,,
,Mayrhofen,Austria,,
10077,Orkla,Norway,,
,Stroemsgodset 2,Norway,,
,FV Engers,Germany,,
,St. Valentin,Austria,,
,Union Hallein,Austria,,
,FBK Karlstad,Sweden,,
19852,Capljina,Bosnia-Herzegovina,Hrvatski nogometni klub Čapljina  is a professional association football club from the city of Čapljina that is situated in Bosnia and Herzegovina.," professional association football club from the city of Čapljina that is situated in Bosnia and Herzegovina"
,Bosna Visoko,Bosnia-Herzegovina,,
13982,Coast Stima,Kenya,,
13589,Felcra,Malaysia,"Felcra Football Club or Federal Land Consolidation and Rehabilitation Authority Football Club, commonly known as Felcra FC is a Malaysian football club based in Setapak, Kuala Lumpur."," Malaysian football club based in Setapak"
,FSV Barleben 1911,Germany,,
,TSV Lehnerz,Germany,,
,TuS Sulingen,Germany,,
16122,Metalul Buzău,Romania,"AFC Metalul Buzău, commonly known as Metalul Buzău, is a Romanian professional football club based in Buzău, Romania, founded in 1954. Currently the team plays in Liga III."," Romanian professional football club based in Buzău"
12417,Dinamo SPb-2,Russia,,
,Radnicki Sid,Serbia,,
18182,Sumperk,Czech Republic,,
,FC Queens Park,Wales,,
13350,Ethio-Electric,Ethiopia,"Ethio Electric Sport Club, also known as EEPCO or Mebrat Hail, is an Ethiopian football club based in Addis Ababa. The club currently plays in the Ethiopian Higher League, the second division of Ethiopian football.",n Ethiopian football club based in Addis Ababa
,Molde 2,Norway,,
,Barbadas,Spain,,
,FC Kaan-Marienborn 07,Germany,,
11313,Feignies,France,,
,Svetkavitsa Targovishte,Bulgaria,,
,Erstein,France,,
12475,Tosno U21,Russia,,
,SC Westfalia Herne,Germany,,
12817,Mansheyat,Jordan,Mansheyat Bani Hasan or Al-Manshia  is a Jordanian sports club founded in 1978 in Mafraq.,
,TSV Kornburg,Germany,,
,SV Merseburg 99,Germany,,
,ASKO Gmund,Austria,,
,Horitschon,Austria,,
,Pinkafeld,Austria,,
,Prix-les-Mezieres,France,,
,Ailly,France,,
,Mizia 2005,Bulgaria,,
,MTV Eintracht Celle,Germany,,
,RW Ahlen,Germany,,
9346,Verzej,Slovenia,"Nogometni klub Veržej, commonly referred to as NK Veržej or simply Veržej, is a Slovenian football club based in Veržej. The club was founded in 1963."," Slovenian football club based in Veržej"
12553,Zeleziarne Podbrezova II,Slovakia,,
,Norwich United,England,,
,Anaitasuna FT,Spain,,
,SC Hessen Dreieich,Germany,,
,Hamburger SV III,Germany,,
,SB Chiemgau Traunstein,Germany,,
,SV Erlenbach,Germany,,
,Defensores de Belgrano de Villa Ramallo,Argentina,,
,Teutonia Watzenborn-Steinberg,Germany,,
13104,Al Watani,Saudi Arabia,Al-Watani is a Saudi Arabian football team based in Tabuk. The club was established in 1959. Al-Watani has achieved promotion to the Saudi Premier League as the champion of the Saudi First Division during the 2006–07 season.," Saudi Arabian football team based in Tabuk"
12633,US Esch,Luxembourg,"Union Sportive Esch-Alzette is a football club, based in Esch-sur-Alzette, Luxembourg. The club won the second division Promotion d'Honneur in the 2016–17 season and gained promotion to the Luxembourg National Division. The club colours are blue and white."," football club"
11308,Viry Chatillon ES,France,"L'Entente Sportive Viry-Châtillon is a French Association football team, based in Viry-Châtillon, Paris. It plays in Regional 1, Île-de-France, the sixth tier in the French football league system, holding home games at the Stade Henri Longuet, which has a capacity of 5,700."," French Association football team"
,Greenwich Borough,England,,
,Pavlikeni,Bulgaria,,
,Saar 05 Saarbruecken,Germany,,
9915,Thamesmead Town,England,Thamesmead Town Football Club was a football club originally based in Thamesmead in south-east London before moving to Dartford in 2017. They joined the Kent League in 1991 and reached the 5th round of the FA Vase in the 1995–96 season.,
,Loros de Colima,Mexico,,
,TSV Wankendorf,Germany,,
,Villabiagio,Italy,,
,FC Bruenninghausen,Germany,,
,SpVgg Neu Isenburg,Germany,,
13363,Bobo Sport,Burkina Faso,,
112,Old Boys,Switzerland,"Basler Sportclub Old Boys, commonly known as BSC Old Boys, Old Boys Basel or simply Old Boys or when written just OB, is a Swiss sports club based in Basel. The club is mainly known for its football but it also has track, swimming and tennis sections. The association's colors are yellow and black."," Swiss sports club based in Basel"
9379,NK Kranj,Slovenia,"Nogometni klub Zarica Kranj, commonly referred to as NK Kranj or NK Zarica, is a Slovenian association football club based in the town of Kranj. They competes in the Upper Carniolan League, the fourth tier of the Slovenian football. The club was founded in 1974."," Slovenian association football club based in the town of Kranj"
,Rtanj,Serbia,,
,Metalosport Galati,Romania,,
,Gaz Metan Medias II,Romania,,
,Rignanese,Italy,,
9043,Nardo,Italy,"Nardo Fotballklubb is a Norwegian football club from Trondheim. The men's team currently plays in the 3. divisjon, having been relegated from the 2. divisjon in 2021. The club played on the second tier from 1993 to 1996."," Norwegian football club from Trondheim"
,SV Victoria Seelow,Germany,,
,Klingenbach,Austria,,
11713,Almancilense,Portugal,,
,9715,Portugal,,
11146,Mortagua,Portugal,,
,Atletico,Italy,,
,DJK Gebenbach,Germany,,
,Heeslinger SC,Germany,,
,SpVgg Weiden,Germany,,
10947,Orhangazispor,Turkey,"Orhangazi Belediyespor is a football club located in Bursa, Turkey. The team competes in the Regional Amateur League. The club known as Orhangazispor changed into its new name in June 2017."," football club located in Bursa"
,Parndorf II,Austria,,
,Andelsbuch,Austria,,
,Technopool Admira,Austria,,
,Passo Fundo,Brazil,,
14700,Atibaia,Brazil,"Lemense Futebol Clube, commonly referred to as Lemense FC, is professional association football club based in Leme, São Paulo, Brazil. The team competed in Campeonato Paulista Série A2, the second tier of the São Paulo state football league.",
14698,Portuguesa Santista,Brazil,"Associação Atlética Portuguesa, commonly referred to as Portuguesa Santista, is a professional football club based in Santos, São Paulo, Brazil. The team competes in Campeonato Paulista Série A2, the second tier of the São Paulo state football league."," professional football club based in Santos"
,Udarnik Kurilovec,Croatia,,
,Xazar,Azerbaijan,,
,Aydinspor 1923,Turkey,,
19763,Bunol,Spain,,
,Social,Brazil,,
13170,Desportivo JGM,Angola,"Jorge Gomes Mangrinha Académica Sport Clube do Huambo best known as JGM is an Angolan sports club from the city of Huambo, in the namesake southern province.",n Angolan sports club from the city of Huambo
,Primorac Stobrec,Croatia,,
9099,Atlas,Argentina,"Atlas Fútbol Club is a Mexican football club. It plays home matches at the Estadio Jalisco, Guadalajara, Jalisco.",
,Altos Hornos Zapla,Argentina,,
23950,Castelvetro,Italy,,
11610,Montceau,France,"Football Club Montceau Bourgogne is a French association football team founded in 1948. They are based in Montceau-les-Mines, Bourgogne, France and are currently playing in the Championnat National 3. They play at the Stade des Alouettes in Montceau-les-Mines, which has a capacity of 6,000.",
,Kamen Ivanbegovina,Croatia,,
12731,Pobeda Valandovo,FYR Macedonia,"FK Pobeda Valandovo is a football club from Valandovo, North Macedonia. They currently play in the Macedonian Third League."," football club from Valandovo"
12739,Labunishta,FYR Macedonia,"FK Labunishta is a football club based in the village of Labuništa near Struga, North Macedonia. They are recently competing in the Macedonian Second League (West Division)."," football club based in the village of Labuništa near Struga"
13530,12 Bingol,Turkey,,
9935,Canakkale Dardanelspor,Turkey,,
7151,União Barbarense,Brazil,"União Agrícola Barbarense Futebol Clube, or simply União Barbarense, is a Brazilian football team based in Santa Bárbara d'Oeste, São Paulo. Founded on 22 November 1914, it plays in Campeonato Paulista Segunda Divisão. Home stadium is the Antônio R. Guimarães stadium, capacity 15,000."," Brazilian football team based in Santa Bárbara d'Oeste"
12757,Tai Chung,Hong Kong,,
9530,Capelle,Netherlands,"Voetbalvereniging Capelle is a Dutch football team, founded on 20 February 1930.Its home venue is Sportpark 't Slot in Capelle aan den IJssel. Since 2018, VV Capelle competes in the Hoofdklasse.",
,MK,Congo DR,,
,Varesina,Italy,,
,Ostia Mare Lidocalcio,Italy,,
,Gelbison,Italy,,
13008,Bina,Azerbaijan,,
13177,Shenkolli,Albania,,
,Desportivo Brasil,Brazil,,
14866,Ceilandia,Brazil,"Ceilândia Esporte Clube, commonly referred to as Ceilândia, is a Brazilian professional club based in Ceilândia, Distrito Federal founded on 25 August 1979."," Brazilian professional club based in Ceilândia"
12484,Deutschlandsberger,Senegal,,
,Ebolitana,Italy,,
14784,Deportivo Roca,Argentina,"The Club Social y Deportivo General Roca is an Argentine sports club, based on General Roca, in the Río Negro Province. The club, founded on September 1, 1974, is mostly known for its football and basketball teams.",
,Almazora,Spain,,
,Internacional SC,Brazil,,
,Taboao da Serra,Brazil,,
,SSV Vorsfelde,Germany,,
,TV Jahn Hiesfeld,Germany,,
,Monterrey II,Mexico,,
13591,UKM,Malaysia,"Universiti Kebangsaan Malaysia Football Club is a football club based in Bangi, Selangor, Malaysia. The club represents the National University of Malaysia and currently plays in the Malaysia Premier League, second-tier of Malaysian football."," football club based in Bangi"
,Quirigua,Guatemala,,
,Borgaro Nobis,Italy,,
,FC Castrense,Portugal,,
,Aroes,Portugal,,
,Fluminense de Feira,Brazil,,
12819,Al Yarmouk,Jordan,Al-Yarmouk is a Kuwaiti professional sports club located in the district of Mishref. It was established on 28 February 1965 in Failaka Island and was the only Kuwaiti club to have been established outside mainland Kuwait at that time.," Kuwaiti professional sports club located in the district of Mishref"
,Aliança de Gandra,Portugal,,
,Pacific FC,Mexico,,
13225,Makiso,Congo DR,,
11644,Anglet Genets,France,"Les Genêts d'Anglet Football is a French football team founded in 1910. It is based in Anglet, Pyrénées-Atlantiques, France and plays in the Championnat National 3. They play at the Stade Choisy in Anglet.",
11303,Blagnac,France,"Blagnac Football Club is a French association football club founded in 1963. They are based in Blagnac, Toulouse and are currently playing in the sixth tier in the French football league system. They play at the Stade Municipal des Ramiers.",
22994,Vierzon,France,"Vierzon FC is a French association football club founded in 2001 as Vierzon Foot 18, the result of a merger between FC Vierzon and Stade Vierzonnais. In 2015 they merged with Églantine Vierzon and assumed their current name.",
,Paulhan Pezenas,France,,
,ASI D'Abengourou,Ivory Coast,,
,Ferreira de Aves,Portugal,,
12710,Berchem Sport,Belgium,K. Berchem Sport is a Belgian association football club based in the district of Berchem in the municipality of Antwerp and currently playing in the Belgian Second Amateur Division.  It has formerly played in the first division.," Belgian association football club based in the district of Berchem in the municipality of Antwerp and currently playing in the Belgian Second Amateur Division"
13245,Ecofoot Katumbi,Congo DR,,
13249,Molunge,Congo DR,,
,Feytiat,France,,
13884,Westlandia,Netherlands,"RKVV Westlandia is a football club from Naaldwijk, Netherlands. In the 2017–2018, the Sunday male first squad Westlandia is competing in the Derde Divisie (4th tier),. The Saturday first squad plays in the Eerste Klasse after promoting in 2016."," football club from Naaldwijk"
13883,Oostzaan,Netherlands,"OFC Oostzaan is a football club from Oostzaan, Netherlands. It competes in the Tweede Divisie since 2022."," football club from Oostzaan"
12858,Jong Vitesse,Netherlands,,
12899,Al Islah,Lebanon,"Islah Football Club is a South Sudanese federation soccer club professionally known as Islah or Sejune otherwise Sijn, currently based in Aweil, South Sudan. Islah, Sejune and Sijn are Arabic words which are translated to English as ""prison""."," South Sudanese federation soccer club professionally known as Islah or Sejune otherwise Sijn"
12756,Tung Sing,Hong Kong,"Tung Sing Football Club is a Hong Kong professional football club currently playing in the Hong Kong Second Division. Nicknamed the ""Troops"" (Chinese: 御林軍), the club was founded by former Hong Kong Football Association president Henry Fok in 1959 and wears orange as their primary colour."," Hong Kong professional football club currently playing in the Hong Kong Second Division"
,Bornem,Belgium,,
15220,Maranguape,Brazil,,
,Le Havre B,France,,
,Boulogne-Billancourt,France,,
9303,Oudenaarde,Belgium,"Koninklijke Sport Vereniging Oudenaarde is a  Belgian association football club based in Oudenaarde, East Flanders. It is currently playing in the Belgian Third Division. The club plays at Burgemeester Thienpontstadion in Oudenaarde. The club's colours are black and yellow.","  Belgian association football club based in Oudenaarde"
,Correcaminos de la UAT II,Mexico,,
,Saint-Rémoise,France,,
,Gemenos,France,,
,USSA Vertou,France,,
,Grande Synthe,France,,
,Luzenac,France,,
11241,Libourne,France,"Football Club Libourne, formerly known as AS Libourne or Libourne Saint-Seurin-sur-L'Isle, is a French football team from the town of Libourne in Nouvelle-Aquitaine. The club plays in the Championnat National 3, the fifth tier of French football."," French football team from the town of Libourne in Nouvelle-Aquitaine"
11638,Aviron Bayonnais,France,Aviron Bayonnais Football Club is a French association football club based in Bayonne. The club is a part of a sports club that was formed in 1904 that is also known for its rugby union club.," French association football club based in Bayonne part of a sports club that was formed in 1904 that is also known for its rugby union club"
13878,VVOG,Netherlands,"VVOG is a football club from Harderwijk, Netherlands. They currently participate in the Derde Divisie (Saturday league).  The club's name, Voetbalvereniging Ons Genoegen, translates as Football Club Our Pleasure. VVOG became the champion in Dutch Saturday and national amateur football in 1968."," football club from Harderwijk"
,ACV,Netherlands,,
11747,Estrela Vendas Novas,Portugal,"Estrela Futebol Clube de Vendas Novas commonly known as simply as Estrela de Vendas Novas is a Portuguese sports club from the city of Vendas Novas, Évora. The club was founded in 1920. It currently plays at the Estádio Municipal Vendas Novas which holds a capacity of 650."," Portuguese sports club from the city of Vendas Novas"
,Aguias do Moradal,Portugal,,
12835,Bargh Fars,Iran,"Bargh Jadid Shiraz Football Club an Iranian football club based in Shiraz, Iran. They currently compete in the Azadegan League. The club is different than the original Bargh Shiraz which competes in League 3.",
13506,Super Eagles,South Africa,,
,Londerzeel,Belgium,,
10957,SW Harelbeke,Belgium,,
,Meux,Belgium,,
,Mariekerke,Belgium,,
,Rapid Leest,Belgium,,
,Huvo Jeuk,Belgium,,
,Vlijtingen,Belgium,,
8863,Jura Sud,France,"Jura Sud Foot is a football club based in Lavans-lès-Saint-Claude, France. They play at the Stade Municipal de Moirans in Lavans-lès-Saint-Claude. The club was founded in 1991. Currently they play in Championnat National 2 (fourth tier)."," football club based in Lavans-lès-Saint-Claude"
12902,Al Shabab Arabi,Lebanon,"Al Shabab Al Arabi Club, or simply Al Shabab, was an Emirati professional football and basketball club based in Dubai, that competed in the UAE Arabian Gulf League. The club was founded in 1958.In 2017, the club merged with Dubai CSC to join Al Ahli Dubai F.C.",
13271,Monmouth Town,Wales,,
12644,Lurgan Celtic,Northern Ireland,"Lurgan Celtic Football Club is a Northern Irish intermediate football club based in Lurgan, County Armagh, that currently plays in the Mid-Ulster Football League Junior Division 3. The club was formed in 1970 and plays in a strip based on Scottish team Celtic."," Northern Irish intermediate football club based in Lurgan"
,San-Pédro Ivory Coast,Ivory Coast,,
13209,USM Oujda,Morocco,,
8876,Ittihad Khemisset,Morocco,Ittihad Khemisset is a Moroccan football club based in Khemisset. The club was founded in 1940.  They play their home games at Stade du 18 novembre.," Moroccan football club based in Khemisset"
13262,Llandudno Junction,Wales,,
,Olsa Brakel,Belgium,,
9266,Dikkelvenne,Belgium,,
13181,Naftetari,Albania,"KF Naftëtari, also known as Naftëtari Kuçovë, is an Albanian football club based in Kuçovë, Albania. Their home ground is the Bashkim Sulejmani Stadium and they currently compete in the Kategoria e Dytë.Naftëtari means Oilmen, with Kuçovë being the centre of the Albanian oil industry.",n Albanian football club based in Kuçovë
12807,Zabbar,Malta,,
20295,Iruna,Spain,"Club Deportivo Iruña is a Spanish football team based in Pamplona, in the autonomous community of Navarre. Founded in 1939, it plays in Primera Autonómica de Navarra, holding home matches at Estadio Paternain, with a capacity of 3,000 seats."," Spanish football team based in Pamplona"
,Pagny Sur Moselle,France,,
13414,Fabregues,France,,
,De Meern (Zon),Netherlands,,
13885,HSC '21,Netherlands,,
11546,Be Quick 1887,Netherlands,"Be Quick 1887 is a football club from Groningen, Netherlands. The club was established in 1887, and is currently playing in the Derde Divisie."," football club from Groningen"
10961,De Dijk,Netherlands,"Amsterdamse Sport Vereniging De Dijk are a Dutch amateur  association football club from the Amsterdam borough of Amsterdam-Noord, in the neighborhood of Schellingwoude. The club was founded on 1 June 1999 out of a fusion of two clubs, Rood Wit-A and ASV Schellingwoude.",
,Troyes II,France,,
,Nimes B,France,,
8139,FA Ile Rousse Monticello,France,"FC Balagne is a French football club based in L'Île-Rousse, Haute-Corse, Corsica. It was known as FB Île Rousse during the period between 2008 and 2018, and under other names prior to that. As of the 2020–21 season, the club play in Régional 1 Corsica, the sixth level of French football."," French football club based in L'Île-Rousse"
,Sable,France,,
,Laval II,France,,
,Bressuire,France,,
9360,Dender,Belgium,"Football Club Verbroedering Dender Eendracht Hekelgem, also simply known as Dender or Verbroedering Dender, is a Belgian association football club based in Denderleeuw. From the 2022–23 season, the club will be playing in the Challenger Pro League after winning Belgian National Division 1."," Belgian association football club based in Denderleeuw"
12777,Chatelet SC,Belgium,"Royal Châtelet-Farciennes Sporting Club was a Belgian football team from Châtelet, Hainaut, Belgium, last playing in the 2018–19 Belgian First Amateur Division before merging with R.O.C. de Charleroi-Marchienne to become R. Olympic Charleroi Châtelet Farciennes.",
13790,Urena,Venezuela,,
,Città di Campobasso,Italy,,
,Nuorese,Italy,,
,Bischofswerdaer FV,Germany,,
,Stade d'Abidjan,Ivory Coast,,
,Holstein Kiel II,Germany,,
13197,Imbabura,Ecuador,"Imbabura Sporting Club is a professional football club based in Ibarra, Ecuador."," professional football club based in Ibarra"
,Leon II,Mexico,,
13320,Barki,Tajikistan,"Football Club Barkchi Hisor formerly known as Barqi Tojik Hisor (Tajik: Дастаи Футболи Барқи Тоҷик) is football club based in Hisor in Tajikistan. They currently play in the top division of the country, and formerly played in the Soviet Second League.",
13294,Canadian,Uruguay,The Canadian Soccer Club is a Uruguayan football club based in Montevideo. It is a newly founded club that plays in the Uruguayan Segunda División.," Uruguayan football club based in Montevideo newly founded club that plays in the Uruguayan Segunda División"
13133,Merreikh Nyala,Sudan,,
,Gramozi Erseke,Albania,,
,Francavilla Calcio,Italy,,
,VfR Krefeld Fischeln,Germany,,
13295,Huracan Montevideo,Uruguay,"Huracán Fútbol Club, usually known simply as Huracán and sometimes called as Huracán del Paso de la Arena, is a Uruguayan football club based in Montevideo. It was founded in 1954."," Uruguayan football club based in Montevideo"
,Eclair des Gonaives,Haiti,,
9610,Atlético Monarcas Morelia II,Mexico,,
,Wizards,Malawi,,
,SV Gonsenheim,Germany,,
,Bastia-Borgo II,France,,
,BCF Wolfratshausen,Germany,,
12826,Al Ittihad Bahrain,Bahrain,,
12853,Al-Salam,Oman,"Al-Salam Sports Club is an Omani sports club based in Sohar, Oman. The club is currently playing in the Oman Second Division League, second division of Oman Football Association.",n Omani sports club based in Sohar
,SC Waldgirmes,Germany,,
,Mineros de Zacatecas II,Mexico,,
,Sportivo Patria,Argentina,,
,Montevarchi Calcio,Italy,,
12552,Olympia Prague,Czech Republic,"FK Olympia Prague was a Czech football club located originally in the Střížkov district of Prague, Czech Republic. It competes in the Bohemian Football League, the third tier of football in the country.",
,Internacional San Miguel,Mexico,,
,Vanloese,Denmark,,
19001,Palmese,Italy,,
,Benatky nad Jizerou,Czech Republic,,
,Lerum,Sweden,,
,Petrotub Roman,Romania,,
,Gyirmót II,Hungary,,
,Sprimont-Comblain,Belgium,,
,SV Frisia 03 RL,Germany,,
,New Star,Cameroon,,
,Lion Blesse,Cameroon,,
12867,Vellaznimi,Republic of Kosovo,"Klubi i futbollit Vëllaznimi, commonly known as KF Vëllaznimi, or simply as Vëllaznimi is a football club based in Gjakova, Kosovo. They currently play in the second division of football in Kosovo, First Football League of Kosovo."," football club based in Gjakova"
,Tiraat Al Bija,Sudan,,
7959,Turnovo,FYR Macedonia,"FK Horizont Turnovo is a football club based in the village Turnovo near Strumica, North Macedonia. They are currently playing in the Macedonian Third League (Southeast Division)."," football club based in the village Turnovo near Strumica"
11192,Vlazrimi Kicevo,FYR Macedonia,"KF Vëllazërimi 77 is a football club based in Kičevo, North Macedonia. They are currently competing in the Macedonian Second League (West Division)."," football club based in Kičevo"
12737,Zajazi Zajas,FYR Macedonia,"KF Zajazi is a football club based in the village of Zajaz, Kičevo, North Macedonia. They are currently competing in the Macedonian Third League (West Division). KF Zajazi was founded in 1979."," football club based in the village of Zajaz"
,Whitecaps FC II,USA,,
,Deportivo Tepic JAP,Mexico,,
15539,Martapura,Indonesia,"Dewa United Football Club is an Indonesian football club based in South Tangerang, Banten. They currently compete in the Liga 1.",n Indonesian football club based in South Tangerang
,Mladi Radnik,Serbia,,
,San Donato Tavarnelle,Italy,,
,Villiketut,Finland,,
,Peimari United,Finland,,
,FSV Erlangen-Bruck,Germany,,
,Habo,Sweden,,
,Bad Ischl,Austria,,
,National Sebis,Romania,,
13850,Caracas II,Venezuela,,
,Sopot,Serbia,,
,IMT Novi Beograd,Serbia,,
,Radnicki Obrenovac,Serbia,,
9087,Segesta,Croatia,HNK Segesta is a Croatian football club located in the city of Sisak. It is named after the Illyrian settlement Segesta from which modern city of Sisak developed.," Croatian football club located in the city of Sisak"
14928,SD Ibiza,Spain,"Sociedad Deportiva Ibiza was a Spanish football club based in Ibiza Town, in the autonomous community of Balearic Islands. Founded in 1956, the club came to play eight seasons in Segunda División B, but disappeared in 1997 due to serious economic problems.",
12606,United Zurich,Switzerland,,
,PPSM Magelang,Indonesia,,
,FC Dornbreite Luebeck,Germany,,
13759,Saint Louis Lions,USA,"St. Louis Lions is an American soccer team based in St. Louis, Missouri, United States. Founded in 2006, the team plays in USL League Two, the fourth tier of the American Soccer Pyramid.",n American soccer team based in St
,SV Straelen,Germany,,
,FC Tuerkiye Wilhelmsburg,Germany,,
23739,DJK Vilzing,Germany,"The DJK Vilzing is a German association football club from the village of Vilzing, located near Cham, Bavaria. DJK stands for Deutsche Jugendkraft, a sports organisation associated with the Catholic Church."," German association football club from the village of Vilzing"
,FC Schweinfurt II,Germany,,
,PSGC Ciamis,Indonesia,,
,Einheit Kamenz,Germany,,
7558,Široki Brijeg,Bosnia-Herzegovina,"Nogometni klub Široki Brijeg is a professional association football club from the city of Široki Brijeg, that is situated in Bosnia and Herzegovina."," professional association football club from the city of Široki Brijeg"
,Persip Pekalongan,Indonesia,,
9147,Atletico Parana,Argentina,"Club Atlético Paraná, mostly known as ""Atlético Paraná"" is an Argentine football club located in the city of Paraná, Entre Ríos. In December 2014, the club was promoted to Primera B Nacional after beating Sportivo Patria of Formosa by 5–1.",n Argentine football club located in the city of Paraná
,Cilegon United,Indonesia,,
,Persikabo Bogor,Indonesia,,
9084,Suduroy,Faroe Islands,"FC Suðuroy is a Faroese football club which was founded in January 2010 and consists currently of the former clubs VB (founded in 1905) and Sumba (founded in 1949), which merged in 2005 to form VB/Sumba. FC Suðuroy's first team in the men's championship competes in the 1. deild in 2021.",
,Persbul Buol,Indonesia,,
,Deportivo Caacupe,Paraguay,,
